video_id,original_transcription,second_transcription,agreement_score,model_confidence,detected_language,language_probability,word_count_ratio,verification_status,final_transcription,verification_error
video_026,"The only thing that's consistent in my life is a CeraVe. When I told you I've been using this like my life depended on it, I surely have. I am currently obsessed with the hydrating cream to foam cleanser. The good thing about this cleanser is it doesn't leave the face feeling dry because of ingredients like ceramides and hyaluronic acid. Instead it restores moisture and it removes dirt from the face. Now this works perfect on sensitive skin because it doesn't contain the harsh chemicals in it. And so what it does is it protects the skin barrier. Look at me, oh my days.","The only thing that's consistent in my life is a CeraVe. When I tell you I've been using this like my life depended on it, I surely have. I am currently obsessed with the Hydrating Cream to Foam Cleanser. The good thing about this cleanser is it doesn't leave the face feeling dry because of ingredients like ceramides and hyaluronic acid. Instead it restores moisture and it removes dirt from the face. Now this works perfect on sensitive skin because it doesn't contain the harsh chemicals in it. Instead what it does is it protects the skin barrier. Look at me, oh my days.",0.9761,0.8671,en,1,0.9905,verified_auto,"The only thing that's consistent in my life is a CeraVe. When I tell you I've been using this like my life depended on it, I surely have. I am currently obsessed with the Hydrating Cream to Foam Cleanser. The good thing about this cleanser is it doesn't leave the face feeling dry because of ingredients like ceramides and hyaluronic acid. Instead it restores moisture and it removes dirt from the face. Now this works perfect on sensitive skin because it doesn't contain the harsh chemicals in it. Instead what it does is it protects the skin barrier. Look at me, oh my days.",
video_027,"best and worst of Cerave. The cream to foam cleanser is a yay. This is actually really good for my acne prone girly. This, I feel like so many people have mentioned how badly this breaks people out. I feel like people have got this assumption that Cerave is always acne safe and going to be okay for your skin. This breaks people out like no man's business. So I would avoid if you have acne prone skin like myself. Along with this one which I feel like loads of people are not going to like. This just doesn't clean your skin well enough. Finally my gorgeous girly is personally. I don't oil cleanse because it never works for my skin and it always breaks me out. But if you do want an affordable drugstore oil cleanser, the Cerave one is a great option.","best and worst of CeraVe. The cream to foam cleanser is a yay. This is actually really good for my acne prone girlies. This, I feel like so many people have mentioned how badly this breaks people out. I feel like people have got this assumption that CeraVe is always acne safe and going to be okay for your skin. This breaks people out like no man's business so I would avoid if you have acne prone skin like myself. Along with this one which I feel like loads of people are not going to like, this just doesn't clean your skin well enough. Finally my gorgeous girlies, personally I don't oil cleanse because it never works for my skin and it always breaks me out but if you do want an affordable drugstore oil cleanser the CeraVe one is a great option.",0.9477,0.9017,en,1,0.9931,verified_auto,"best and worst of CeraVe. The cream to foam cleanser is a yay. This is actually really good for my acne prone girlies. This, I feel like so many people have mentioned how badly this breaks people out. I feel like people have got this assumption that CeraVe is always acne safe and going to be okay for your skin. This breaks people out like no man's business so I would avoid if you have acne prone skin like myself. Along with this one which I feel like loads of people are not going to like, this just doesn't clean your skin well enough. Finally my gorgeous girlies, personally I don't oil cleanse because it never works for my skin and it always breaks me out but if you do want an affordable drugstore oil cleanser the CeraVe one is a great option.",
video_028,"I know I talk about this a lot, but when I had like a severe cystic acne it like actually ruined my life That's dramatic, but it sucked and it hurt So bad and I could never really wear makeup properly because it just no matter how much I spent on the makeup It just looked awful like my makeup routine is literally almost a thousand dollars now because I was like well Surely the expensive stuff has got to work. It doesn't anyway. It was CeraVe. I mean I'm like still have some pimples and I have scars and hyperpigmentation to worry about But it was literally the ceremony like this is my good side too, and I was always so red This is what this said looks like now Unperactive. I know that CeraVe probably works for some people, but I don't understand Like my dermatologist told me not to use proactive and only use Sarah But well, I did that and I had cystic acne for a year and a half I just like no shade to my dermatologist, but I don't understand like I'm literally paying $50 just to see you in person and on top of all of these other expensive medications and topicals and We're just getting blanket statements of yeah, you have formal hormonal acne here's spina lactone and Sarabai No, Sarabai doesn't work for some people","I know I talk about this a lot, but when I had like severe cystic acne it like actually ruined my life That's traumatic, but it sucked it hurt So bad, and I could never really wear makeup properly because it just no matter how much I spent on the makeup It just looked awful Like my makeup routine is literally almost a thousand dollars now because I was like well surely the expensive stuff has got to work It doesn't anyway. It was cerebellum I mean, I'm like still have some pimples, and I have scars and hyper pigmentation to worry about But it was literally the CeraVe like this is my good side too, and I was always so red This is what this side looks like now I'm proactive. I know that CeraVe probably works for some people But I don't understand like my dermatologist told me not to use proactive and only use CeraVe Well, I did that and I had cystic acne for a year and a half I just like no shade to my dermatologist but I don't understand like I'm literally paying $50 just to see you in person and on top of all these other expensive medications and topicals and We're just getting blanket statements of yeah, you have hormonal hormonal acne here spina lactone and CeraVe No CeraVe doesn't work for some people",0.9056,0.8126,en,1,0.9915,verified_auto,"I know I talk about this a lot, but when I had like severe cystic acne it like actually ruined my life That's traumatic, but it sucked it hurt So bad, and I could never really wear makeup properly because it just no matter how much I spent on the makeup It just looked awful Like my makeup routine is literally almost a thousand dollars now because I was like well surely the expensive stuff has got to work It doesn't anyway. It was cerebellum I mean, I'm like still have some pimples, and I have scars and hyper pigmentation to worry about But it was literally the CeraVe like this is my good side too, and I was always so red This is what this side looks like now I'm proactive. I know that CeraVe probably works for some people But I don't understand like my dermatologist told me not to use proactive and only use CeraVe Well, I did that and I had cystic acne for a year and a half I just like no shade to my dermatologist but I don't understand like I'm literally paying $50 just to see you in person and on top of all these other expensive medications and topicals and We're just getting blanket statements of yeah, you have hormonal hormonal acne here spina lactone and CeraVe No CeraVe doesn't work for some people",
video_029,You You You You You,you you you you you,1.0,0.4823,en,1,1.0,verified_manual,"Today is day 14 of testing 15 mineral sunscreens before the summer. Today we are testing the CeraVe Hydrating Mineral Sunscreen. Throughout this series, I've noticed that sunscreens with SPF 50 usually leave more of a white cast than SPF 30 sunscreens, and this one is SPF 50. So let's see what it looks like. So far, I am not a fan of the smell. It smells kind of like a rubber tire, but maybe that scent will go away once it dries down. The white cast is looking a little scary. Let's see how much this can blend down. You know that feeling when you're rubbing something in and you can tell that it's almost fully absorbed, so as you keep rubbing it in, you start pulling your skin more? That's what this feels like. Unfortunately, I have been rubbing my face for about two minutes at this point, which I feel is more than enough time to blend in a sunscreen, and the white cast is pretty strong. I don't even want to do this, but let's see how it blends on the neck. I'm really scared right now. I think it definitely blended better on my neck and chest, and it makes me want to keep blending it on my face, but it is pulling on my skin so much and I really don't like that feeling. I don't think I can blend it more than this. Another way you can see that this formula is pretty thick is that it applies very streaky and is slightly pasty. I also find it a little difficult to blend into the hairline. It is very noticeable. Honestly, I don't even want to do a full-day wear test, but I'll update you guys in a little while. I forgot to film my final thoughts and say that I went to the gym with the sunscreen on. Honestly, I feel like the only two things this has going for it are that it will protect your skin and that it is a breathable formula. Thankfully, my skin didn't feel like it was suffocating while I was sweating during my workout, which I can't say about other sunscreens. I hate to say it, but I rate this a 2 out of 10. I likely will not be using this again. If you've tried this one before, let me know what you think and let me know what I should try next.",
video_030,"Here's the update on using the CeraVe as a cleanser. So yes, it has been two months. I'm so so sorry. I forgot to film it and usually I like to try a product for one month. I use it at least once a day, so either morning or night or every other day, depending on how my skin is. I do have oily acne prone skin, so if you have sensitive skin, I wouldn't recommend it, because it is a stronger product with a salicylic acid. So I would say that my nose looks good. It's a lot more clear and smooth. As you can tell, it's not as dark black as it was before. I do have like the little piercing bumps, but that's for me messing with my piercings. And I think this was from when I tweeze my nose, like I was trying to get one of the hairs, and I just left a little scar. But on the topic of the cibaceous filaments, like look at that. It looks so good. So if you try a lot of things and nothing has worked yet, maybe try the CeraVe as a cleanser.","Here's the update on using the CeraVe Essay Cleanser. So yes it has been two months, I'm so so sorry I forgot to film it and usually I like to try a product for one month. I use it at least once a day so either morning or night or every other day depending on how my skin is. I do have oily acne prone skin so if you have sensitive skin I wouldn't recommend it because it is a stronger product with the salicylic acid. So I would say that my nose looks good. It's a lot more clear and smooth. As you can tell it's not as like dark black as it was before. I do have like the little piercing bumps but that's from me messing with my piercings and I think this was from when I tweezed my nose like I was trying to get one of the hairs and it just left a little scar. But on the topic of the sebaceous filaments like look at that. It looks so good. So if you tried a lot of things and nothing has worked yet maybe try the CeraVe Essay Cleanser.",0.8747,0.8495,en,1,0.9949,verified_auto,"Here's the update on using the CeraVe Essay Cleanser. So yes it has been two months, I'm so so sorry I forgot to film it and usually I like to try a product for one month. I use it at least once a day so either morning or night or every other day depending on how my skin is. I do have oily acne prone skin so if you have sensitive skin I wouldn't recommend it because it is a stronger product with the salicylic acid. So I would say that my nose looks good. It's a lot more clear and smooth. As you can tell it's not as like dark black as it was before. I do have like the little piercing bumps but that's from me messing with my piercings and I think this was from when I tweezed my nose like I was trying to get one of the hairs and it just left a little scar. But on the topic of the sebaceous filaments like look at that. It looks so good. So if you tried a lot of things and nothing has worked yet maybe try the CeraVe Essay Cleanser.",
video_031,oh my god hell no man so i'm going to be trying this CeraVe. Pisham moisturizer in addition i just got this 3-Sham moisturizer in addition that comes with SPF 30 because i'm looking for good moisturizer and a good sunscreen so i'm going to be trying it out he's out he's out he's out who's going to like this who's going to like this this thing is not blending what the heck what? i should i should i just talk with my my corians team here because what the hell this was 20 dollars with hearts so 20 dollars i was just going like that like like this this is a real right now be so fucking real because like this this is crazy like what the hell this is so much high hopes for this this is why i have and i don't like this this is trash i'm done bye guys,oh my god so i'm going to be trying this cera v facial moisturizing lotion i just got this facial moisturizing lotion that comes with spf 30 because i've been looking for a good moisturizer and a good sunscreen so i'm going to be trying it out this thing is not blend you know what the hell what i should i should have just talked with my my korean skincare because what the hell this was 20 dollars with tax so 20 dollars has just gone like that like like this do it for real right now be so fucking for real because like this this is crazy like what the hell this is so much high hopes for this i pretty this is what i have and i don't like the smell of this sunscreen this is trash nah i'm done bye guys,0.7315,0.7853,en,1,0.9351,verified_auto,oh my god so i'm going to be trying this cera v facial moisturizing lotion i just got this facial moisturizing lotion that comes with spf 30 because i've been looking for a good moisturizer and a good sunscreen so i'm going to be trying it out this thing is not blend you know what the hell what i should i should have just talked with my my korean skincare because what the hell this was 20 dollars with tax so 20 dollars has just gone like that like like this do it for real right now be so fucking for real because like this this is crazy like what the hell this is so much high hopes for this i pretty this is what i have and i don't like the smell of this sunscreen this is trash nah i'm done bye guys,
video_032,"I have tried nearly all the products from CeraVe and here are my all-time favorite products from the brand from a medical statistician. First up is the CeraVe ointment I use this for everything. chapped lips, you got it. Chafing, you got it. You want a slug, you got it. Rashes, eczema, literally everything. The CeraVe skin renewing that cream is one of the best creams to use if you have mature skin, if you really want to target those spines and wrinkles. Plus, it's so affordable, one of my favorite recommendations. This is their anti-dandruff shampoo and their anti-dandruff conditioner. I know how hard it is to find a really good shampoo and conditioner that's really going to target that dandruff. And I'm telling you right now, these are still hydrating and it still does the job. I recommend 100%. Plus, it's affordable and it doesn't make your hair feel like string after you use them, which I find a lot of not all of them. Some anti-dandruff shampoos I've tried where my hair felt like string after. If you have keratosis pilaris or if you have rough and bumpy skin, this is their S-A skin renewing lotion. I'm telling you, it's amazing and it also exfoliates your entire body. I love it. Their baby line is one of the only lines I use for my two toddlers. I've used this one. There were newborns when there were babies. Now, one's four and one's two years old and this is what I've used and it works. Their vitamin C, I finished it. I don't have it with me, but it's one of the best drugstore vitamin C's to use. It has hyaluronic acid, ceramides, and of course the 10% vitamin C. I use this all the time because I do have eczema. I itch and you don't want to itch when you have eczema because it's going to make it worse. This literally stops it from itching. It's the CeraVe anti-itch cream and I'm telling you it works. And I'm very sad that I finished it last week.","I have tried nearly all the products from CeraVe, and here are my all-time favorite products from the brand, from a Medica setician. First up is the CeraVe Ointment. I use this for everything. Chapped lips, you got it. Chafing, you got it. If you want a slug, you got it. Rashes, eczema, literally everything. The CeraVe Skin Renewing Night Cream is one of the best creams to use if you have mature skin, if you really want to target those fine lines and wrinkles, plus it's so affordable, one of my favorite recommendations. This is their Anti-Dandruff Shampoo and their Anti-Dandruff Conditioner. I know how hard it is to find a really good shampoo and conditioner that's really going to target that dandruff, and I'm telling you right now, these are still hydrating and it still does the job, I recommend 100%. Plus it's affordable, and it doesn't make your hair feel like string after you use them, which I find a lot of. Not all of them. There's been some Anti-Dandruff Shampoos I've tried where my hair felt like string after. If you have keratosis pilaris or if you have rough and bumpy skin, this is their SA Skin Renewing Lotion, I'm telling you. It's amazing and it also exfoliates your entire body. I love it. Their Baby Line is one of the only lines I use for my two toddlers. I've used this when they were newborns, when they were babies, and now one's four and one's two years old, and this is what I've used and it works. Their Vitamin C, I finished it. I don't have it with me, but it's one of the best drugstore Vitamin C's to use. It has hyaluronic acid, ceramides, and of course the 10% Vitamin C. I use this all the time because I do have eczema. I itch, and you don't want to itch when you have eczema because it's going to make it worse. This literally stops it from itching. It's the CeraVe Anti-Itch Cream, and I'm telling you, it works. And I'm very sad that I finished it last week.",0.9104,0.8448,en,1,0.9859,verified_auto,"I have tried nearly all the products from CeraVe, and here are my all-time favorite products from the brand, from a Medica setician. First up is the CeraVe Ointment. I use this for everything. Chapped lips, you got it. Chafing, you got it. If you want a slug, you got it. Rashes, eczema, literally everything. The CeraVe Skin Renewing Night Cream is one of the best creams to use if you have mature skin, if you really want to target those fine lines and wrinkles, plus it's so affordable, one of my favorite recommendations. This is their Anti-Dandruff Shampoo and their Anti-Dandruff Conditioner. I know how hard it is to find a really good shampoo and conditioner that's really going to target that dandruff, and I'm telling you right now, these are still hydrating and it still does the job, I recommend 100%. Plus it's affordable, and it doesn't make your hair feel like string after you use them, which I find a lot of. Not all of them. There's been some Anti-Dandruff Shampoos I've tried where my hair felt like string after. If you have keratosis pilaris or if you have rough and bumpy skin, this is their SA Skin Renewing Lotion, I'm telling you. It's amazing and it also exfoliates your entire body. I love it. Their Baby Line is one of the only lines I use for my two toddlers. I've used this when they were newborns, when they were babies, and now one's four and one's two years old, and this is what I've used and it works. Their Vitamin C, I finished it. I don't have it with me, but it's one of the best drugstore Vitamin C's to use. It has hyaluronic acid, ceramides, and of course the 10% Vitamin C. I use this all the time because I do have eczema. I itch, and you don't want to itch when you have eczema because it's going to make it worse. This literally stops it from itching. It's the CeraVe Anti-Itch Cream, and I'm telling you, it works. And I'm very sad that I finished it last week.",
video_033,"I want to talk about the difference between the cerevy hydrating cleanser and the cerevy foaming cleanser. First up, we should talk about what cleanser should you use for your skin type. If you have dry to sensitive skin, I would recommend using the hydrating cleanser. If you have combination to oily skin, I would recommend using the foaming cleanser. The hydrating cleanser has three essential ceramides and hyaluronic acid. It's also very creamy and melky and it goes on very soft. It feels like lotion on the skin. It's also not going to strip your skin, especially if you have sensitive skin, it's going to protect the skin barrier. So it's amazing. The foaming cleanser has three essential ceramides, hyaluronic acid and niacinamide. Niacinamide helps control the oil production in your skin. So it's amazing for oily skin. It's also great for combination skin. So because it has hyaluronic acid and it also has three essential ceramides, it's amazing for that dry skin as well. Because when you have combination skin, you have two more skin types in one dry skin and you have oily skin. So it'll also be great for that. So with the foaming cleanser, it comes out clear and once you put it under water, it'll turn like foaming. Have that foaming texture. Still nothing because I don't have water. And this is what it looks like when you run it underneath water. It's foamy and it won't strip your skin as well.","I want to talk about the difference between the CeraVe Hydrating Cleanser and the CeraVe Foaming Cleanser. First up, we should talk about what cleanser should you use for your skin type. If you have dry to sensitive skin, I would recommend using the Hydrating Cleanser. If you have combination to oily skin, I would recommend using the Foaming Cleanser. The Hydrating Cleanser has three essential ceramides and hyaluronic acid. It's also very creamy and milky, and it goes on very soft. It feels like lotion on the skin. It's also not going to strip your skin, especially if you have sensitive skin. It's going to protect the skin barrier, so it's amazing. The Foaming Cleanser has three essential ceramides, hyaluronic acid and niacinamide. Niacinamide helps control the oil production in your skin, so it's amazing for oily skin. It's also great for combination skin, so because it has hyaluronic acid and it also has three essential ceramides, it's amazing for that dry skin as well, because when you have combination skin, you have two skin types in one. Dry skin and you have oily skin, so it'll also be great for that. With the Foaming Cleanser, it comes out clear, and once you put it under water, it'll turn foaming, have that foaming texture. Still nothing because I don't have water. This is what it looks like when you run it underneath water. It's foamy and it won't strip your skin as well.",0.9431,0.9044,en,1,0.9839,verified_auto,"I want to talk about the difference between the CeraVe Hydrating Cleanser and the CeraVe Foaming Cleanser. First up, we should talk about what cleanser should you use for your skin type. If you have dry to sensitive skin, I would recommend using the Hydrating Cleanser. If you have combination to oily skin, I would recommend using the Foaming Cleanser. The Hydrating Cleanser has three essential ceramides and hyaluronic acid. It's also very creamy and milky, and it goes on very soft. It feels like lotion on the skin. It's also not going to strip your skin, especially if you have sensitive skin. It's going to protect the skin barrier, so it's amazing. The Foaming Cleanser has three essential ceramides, hyaluronic acid and niacinamide. Niacinamide helps control the oil production in your skin, so it's amazing for oily skin. It's also great for combination skin, so because it has hyaluronic acid and it also has three essential ceramides, it's amazing for that dry skin as well, because when you have combination skin, you have two skin types in one. Dry skin and you have oily skin, so it'll also be great for that. With the Foaming Cleanser, it comes out clear, and once you put it under water, it'll turn foaming, have that foaming texture. Still nothing because I don't have water. This is what it looks like when you run it underneath water. It's foamy and it won't strip your skin as well.",
video_034,"Don't buy this cleanser. I repeat, don't buy this therapy for me cleanser if you know that you have a dry skin. This is a therapy for me cleanser with essential ceramite, nice and amite and hyaluronic acid. This cleanser is for normal to oily skin. As you all know, I have a combination skin and I've been using this cleanser for two weeks, about two weeks right now. And honestly, my skin loves it. It's not too dry and it is not too greasy. It just feels balanced like the right amount of balance. As you can see, I don't have like any new breakouts on my face. Like I said earlier, this cleanser has nice and amite, which helps with all your control and skin repair. I want in our advice if there is a cleanser is don't overload your routine with other nice and amite products. Like don't use too much nice and amite products in the same routine with this cleanser. Because obviously it will be too much and it can break you out. Besides that, it is very simple. It is very effective and my skin absolutely loves it. Thank you, Sarabi. Let me know your thoughts if you have used this cleanser before in the comments and I'll see you in my next video. Okay, bye.","don't buy this cleanser. I repeat, don't buy this CeraVe foaming cleanser if you know that you have a dry skin. This is a CeraVe foaming cleanser with essential ceramide, niacinamide and hyaluronic acid. This cleanser is for normal to oily skin. As you all know, I have a combination skin and I've been using this cleanser for two weeks, about two weeks right now and honestly my skin loves it. It is not too dry and it is not too greasy. It just feels balanced like the right amount of balance. As you can see, I don't have like any new breakouts on my face. Like I said earlier, this cleanser has niacinamide which helps with oil control and skin repair. One thing our advice if you're using this cleanser is don't overload your routine with other niacinamide products. Like don't use too much niacinamide products in the same routine with this cleanser because obviously it would be too much and it can break you out. Besides that, it is very simple. It is very effective and my skin absolutely loves it. So thank you CeraVe. Now let me know your thoughts if you have used this cleanser before in the comments and I'll see you in my next video. Okay, bye.",0.8598,0.8777,en,1,0.9595,verified_auto,"don't buy this cleanser. I repeat, don't buy this CeraVe foaming cleanser if you know that you have a dry skin. This is a CeraVe foaming cleanser with essential ceramide, niacinamide and hyaluronic acid. This cleanser is for normal to oily skin. As you all know, I have a combination skin and I've been using this cleanser for two weeks, about two weeks right now and honestly my skin loves it. It is not too dry and it is not too greasy. It just feels balanced like the right amount of balance. As you can see, I don't have like any new breakouts on my face. Like I said earlier, this cleanser has niacinamide which helps with oil control and skin repair. One thing our advice if you're using this cleanser is don't overload your routine with other niacinamide products. Like don't use too much niacinamide products in the same routine with this cleanser because obviously it would be too much and it can break you out. Besides that, it is very simple. It is very effective and my skin absolutely loves it. So thank you CeraVe. Now let me know your thoughts if you have used this cleanser before in the comments and I'll see you in my next video. Okay, bye.",
video_035,"Here's the thing, if a brand sends me a product to review, it better be good because I would never lie to you guys. And I'm sorry, but this sunscreen just was not it. I think this would be perfect for someone who doesn't wear makeup, but it lays so horribly under makeup. And even like to the point where I would put it on, I couldn't even put my brow gel on top of it without it getting like those white chunks and like it would just look bad. And my skin looks dry, like when I put makeup on top. This is just, I think this would be great for like poolside for a gal who wears no makeup. I think it's amazing, it has no white cast whatsoever. Oh, I didn't even say, this is a CeraVe invisible mineral sunscreen, SPF 50. It is invisible, no white cast whatsoever. I might keep this around for days that I don't wear makeup, but I wear makeup six or seven times a week. So like this just really, I don't force myself using this up before it expires. So you might have to say goodbye to her. So sorry, CeraVe, love ya, don't love this.","Here's the thing, if a brand sends me a product to review, it better be good because I would never lie to you guys. And I'm sorry, but this sunscreen just was not it. I think this would be perfect for someone who doesn't wear makeup, but it lays so horribly under makeup. And even like to the point where I would put it on, I couldn't even put my brow gel on top of it without it getting like those white chunks and like it would just look bad. And my skin looks dry. Like when I put makeup on top, this is just, I think this would be great for like poolside, for a gal who wears no makeup. I think it's amazing. It has no white cast whatsoever. Oh, I didn't even say, this is the CeraVe Invisible Mineral Sunscreen SPF 50. It is invisible, no white cast whatsoever. I might keep this around for days that I don't wear makeup, but I wear makeup six or seven times a week. So like this just really, I don't foresee myself using this up before it expires. So we might have to say goodbye to her. So sorry CeraVe, love ya. Don't love this.",0.9515,0.8927,en,1,1.0,verified_auto,"Here's the thing, if a brand sends me a product to review, it better be good because I would never lie to you guys. And I'm sorry, but this sunscreen just was not it. I think this would be perfect for someone who doesn't wear makeup, but it lays so horribly under makeup. And even like to the point where I would put it on, I couldn't even put my brow gel on top of it without it getting like those white chunks and like it would just look bad. And my skin looks dry. Like when I put makeup on top, this is just, I think this would be great for like poolside, for a gal who wears no makeup. I think it's amazing. It has no white cast whatsoever. Oh, I didn't even say, this is the CeraVe Invisible Mineral Sunscreen SPF 50. It is invisible, no white cast whatsoever. I might keep this around for days that I don't wear makeup, but I wear makeup six or seven times a week. So like this just really, I don't foresee myself using this up before it expires. So we might have to say goodbye to her. So sorry CeraVe, love ya. Don't love this.",
video_036,"I'm about to put you on to one product that's going to transform your skin literally overnight. This is for the girl you want to wake up with the most hydrated, juiciest, supple skin of their lives. You're going to do your nighttime skincare routine as normal after you're going with your moisturizer. I'm going to go in with a nice thick layer of the Saraty healing ointment. So I'm going to product I absolutely swear by and any of my friends that I've put onto this will 100% tell you it is worth the hype. The healing ointment that's loaded with ceramides that are going to repair your skin barrier overnight. So basically it's going to help lock in all of the skincare that you applied before. And now looking at this product, you're immediately thinking, girl, this is going to clog my pores. Now worries, this is specifically formulated to not clog your pores. To say for acne prone skin, my eczema girl leaves my sensitive skin girl leaves especially are going to love this. I do this almost every night in my skincare routine, but especially on the night where my skin needs a little extra love. No, it's not going to run your cheats or your pillows, but it is going to give you the juiciest skin when you wake up in the morning. Also love using this as a hand treatment because my hands get super, super dry. This one's hub right here has so many benefits for soothing and protecting your skin's barrier. And she's a tortable. This is literally a non-negotiable in my nighttime skincare routine.","I'm about to put you onto one product that's going to transform your skin literally overnight. This is for the girlies who wanna wake up with the most hydrated, juiciest, supple skin of their lives. You're gonna do your nighttime skincare routine as normal after you go in with your moisturizer. I'm gonna go in with a nice thick layer of the CeraVe Healing Ointment. This is one product I absolutely swear by and any of my friends that I've put onto this will 100% tell you it is worth the hype. The healing ointment that's loaded with ceramides that are gonna repair your skin barrier overnight. It's an occlusive, so basically it's gonna help lock in all of the skincare that you applied before. I know looking at this product, you're immediately thinking, girl, this is going to clog my pores. No worries, this is specifically formulated to not clog your pores. To say for acne-prone skin, my eczema girlies, my sensitive skin girlies especially are gonna love this. I do this almost every night in my skincare routine, but especially on the nights where my skin needs a little extra love. No, it's not gonna ruin your sheets or your pillows, but it is gonna give you the juiciest skin when you wake up in the morning. I also love using this as a hand treatment because my hands get super, super dry. This one's hub right here has so many benefits for soothing and protecting your skin's barrier, and she's affordable. This is literally a non-negotiable in my nighttime skincare routine.",0.8566,0.8732,en,1,0.967,verified_auto,"I'm about to put you onto one product that's going to transform your skin literally overnight. This is for the girlies who wanna wake up with the most hydrated, juiciest, supple skin of their lives. You're gonna do your nighttime skincare routine as normal after you go in with your moisturizer. I'm gonna go in with a nice thick layer of the CeraVe Healing Ointment. This is one product I absolutely swear by and any of my friends that I've put onto this will 100% tell you it is worth the hype. The healing ointment that's loaded with ceramides that are gonna repair your skin barrier overnight. It's an occlusive, so basically it's gonna help lock in all of the skincare that you applied before. I know looking at this product, you're immediately thinking, girl, this is going to clog my pores. No worries, this is specifically formulated to not clog your pores. To say for acne-prone skin, my eczema girlies, my sensitive skin girlies especially are gonna love this. I do this almost every night in my skincare routine, but especially on the nights where my skin needs a little extra love. No, it's not gonna ruin your sheets or your pillows, but it is gonna give you the juiciest skin when you wake up in the morning. I also love using this as a hand treatment because my hands get super, super dry. This one's hub right here has so many benefits for soothing and protecting your skin's barrier, and she's affordable. This is literally a non-negotiable in my nighttime skincare routine.",
video_037,Let's test your Ravi moisturizing cream. Ph testing paper. Let's see the Ph. Ph is 6. Good for your skin.,Let's test Joravi Moisturizing Cream. pH Testing Paper. Let's see the pH. pH is 6. Good for your skin.,0.9231,0.6923,en,1,0.95,verified_manual,Let's test CeraVe moisturizing cream. pH testing paper. Let's see the pH. pH is 6. Good for your skin.,
video_038,"So which cleanser is best for your skin? Well, let's find out. Starting off with the forming facial cleansing. Now this bad boy right here is best used for people with oily and acne prone skin. So what it does is it foams up or removes any excess oil without stripping your face. So if you get shinier, break out easily, this one's for you. Next what we have is the hydrating facial cleansing. Now this one right here is for people with dry and sensitive skin. This one does not foam up, it's super gentle and keeps you skin moisturized. So if your skin feels flaky or irritated, use this one right here. And lastly we have the renewing essay cleanser. essay is short for salicylic acid. So this one's best for people with textured skin, bumps or just clocked pores. Since it has salicylic acid, it also gently exfoliates. So it's also great for rough skin, blackheads or body acne, but just don't overuse it. If your skin is oily, use the foaming facial cleanser. If it's dry, use the hydrating facial cleanser. And if you have bumpy or clocked pores, use the renewing essay cleanser. Anyways, I hope you guys enjoyed. Like and follow for more. Deuces.","So which cleanser is best for your skin? Well, let's find out. Starting off with the Foaming Facial Cleanser. Now this bad boy right here is best used for people with oily and acne prone skin. So what it does is it foams up and removes any excess oil without stripping your face. So if you get shiny or break out easily, this one's for you. Next one we have is the Hydrating Facial Cleanser. Now this one right here is for people with dry and sensitive skin. This one does not foam up, it's super gentle and keeps your skin moisturized. So if your skin feels flaky or irritated, use this one right here. And lastly, we have the Renewing SAA Cleanser. SAA is short for salicylic acid. So this one's best for people with textured skin, bombs, or just clogged pores. Since it has salicylic acid, it also gently exfoliates. So it's also great for rough skin, blackheads, or body acne, but just don't overuse it. If your skin is oily, use the Foaming Facial Cleanser. If it's dry, use the Hydrating Facial Cleanser. And if you have bumpy or clogged pores, use the Renewing SAA Cleanser. Anyways, that's it. I hope you guys enjoyed. Like and follow for more deuces.",0.9078,0.9064,en,1,0.9859,verified_auto,"So which cleanser is best for your skin? Well, let's find out. Starting off with the Foaming Facial Cleanser. Now this bad boy right here is best used for people with oily and acne prone skin. So what it does is it foams up and removes any excess oil without stripping your face. So if you get shiny or break out easily, this one's for you. Next one we have is the Hydrating Facial Cleanser. Now this one right here is for people with dry and sensitive skin. This one does not foam up, it's super gentle and keeps your skin moisturized. So if your skin feels flaky or irritated, use this one right here. And lastly, we have the Renewing SAA Cleanser. SAA is short for salicylic acid. So this one's best for people with textured skin, bombs, or just clogged pores. Since it has salicylic acid, it also gently exfoliates. So it's also great for rough skin, blackheads, or body acne, but just don't overuse it. If your skin is oily, use the Foaming Facial Cleanser. If it's dry, use the Hydrating Facial Cleanser. And if you have bumpy or clogged pores, use the Renewing SAA Cleanser. Anyways, that's it. I hope you guys enjoyed. Like and follow for more deuces.",
